text,sentiment,aspect_term
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 동부경찰서가 어린이 교통사고 예방을 위한 캠페인을 전개해 긍정적인 반응을 얻고 있습니다.,긍정,"안전_사고, 치안_경찰, 교통_이동, 교통_안전"
전라남도는 고독사 예방 계획을 수립하며 1인 가구의 복지 사각지대를 해소하고자 노력하고 있습니다.,긍정,복지_노인
곡성군이 대학생 125명에게 장학금을 지급하며 교육 기회 확대에 기여하고 있습니다.,긍정,"복지_청소년, 교육_일반"
담양군의 '한 달 살기 프로그램'이 지역 경제 활성화에 긍정적 영향을 주고 있습니다.,긍정,없음
윤상원기념관에서는 민주정신을 기리는 예술 수업이 열려 시민들의 참여가 이어지고 있습니다.,긍정,"교육_일반, 문화_예술"
전라남도가 지역문제 해결을 위한 협업 플랫폼을 통해 실행 의제를 발굴해 주민 만족도를 높이고 있습니다.,긍정,없음
광주 서구의회는 개원 34주년을 기념해 예산을 절감하고 산불 성금을 기부해 호평을 받고 있습니다.,긍정,행정_예산
광양시의 여성 안심 귀갓길 조성이 시민 안전에 기여하고 있다는 평가가 나옵니다.,긍정,교통_안전
농협전남본부가 영농 지원 발대식을 열어 농촌 인력난 해소에 힘을 보탰습니다.,긍정,없음
여수시는 장애인 이동권 보장을 위한 저상버스를 확대 도입하기로 했습니다.,긍정,"복지_장애인, 교통_이동"
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
광주시는 지역 공공시설 이용 현황을 분석하고 있습니다.,중립,없음
광주 서구는 무인·배달 점포를 대상으로 위생 점검을 실시했습니다.,중립,위생_공중
해남군은 장애인의 이동 편의 증진을 위한 조사에 착수했습니다.,중립,복지_장애인
전남도는 복지 통계 시스템 고도화를 위한 기초자료를 수집하고 있습니다.,중립,없음
순천시는 저소득층을 위한 무료급식 지원 현황을 점검 중입니다.,중립,"복지_청소년, 위생_공중"
장흥군은 치매 예방을 위한 교육 프로그램을 운영하고 있습니다.,중립,"복지_노인, 교육_일반"
광주 동구에서는 청소년 문화행사를 정기적으로 열고 있습니다.,중립,"복지_청소년, 문화_행사"
전라남도는 여성 일자리 박람회를 분기별로 개최하고 있습니다.,중립,노동_고용
영광군은 귀농귀촌인을 위한 상담센터를 개소하였습니다.,중립,없음
고흥군은 지역 농산물 유통 실태에 대한 설문조사를 시행 중입니다.,중립,없음
