Column1,Column2,Column3
스폿 뉴스,"스폿 뉴스가 단순히 조회수를 노린 선정적 보도에 집중하면서, 신뢰를 떨어뜨리고 있는 점에 대한 우려가 계속 커지고 있다.",negative
프랜차이저,프랜차이저의 불투명한 경영 방식과 반복되는 서비스 불만이 가맹점주들에게 큰 실망을 안기고 있어 업계 신뢰도가 급격히 하락하고 있다.,negative
예찰 검사,예찰 검사가 체계적으로 이루어지지 않아 잠재적인 문제점을 미리 파악하지 못하는 등 관리 소홀의 원인으로 지목되고 있습니다.,negative
그린 카,그린 카가 친환경적이라는 명분과 달리 충전 인프라 부족과 긴 충전 시간으로 이용자들의 불편이 계속 제기되고 있습니다.,negative
주재소,주민들은 주재소가 민원 처리 과정에서 반복적으로 책임 회피와 늦장 대응을 보여 신뢰를 잃고 있다는 우려를 나타냈습니다.,negative
설계 경기,"설계 경기가 특정 업체에 유리하게 운영되었다는 의혹이 제기되며, 업계 내에서는 공정성 훼손과 불투명한 심사에 대한 불만이 거세지고 있습니다.",negative
바잉 파워,글로벌 경기 침체가 장기화되면서 바잉 파워의 지속적인 하락은 소매업계 매출 부진과 기업 성장 둔화로 이어지고 있다.,negative
국부적인,"국부적인 현상만을 강조하는 정책은 전체적인 문제 해결에 소홀함을 드러내며, 시민들 사이에서 불신과 불만이 확산되고 있습니다.",negative
애버리지,"올 시즌 애버리지가 기대 이하로 떨어지면서, 구단의 공격력 부진에 대한 실망과 더불어 선수 영입 전략에 문제가 있다는 지적이 이어지고 있습니다.",negative
궐석,궐석으로 인해 중요한 증거조사와 참고인 심문이 제대로 이루어지지 못해 재판 진행이 불투명해졌다는 비판이 제기되고 있다.,negative
구휼,지속적인 구휼 사업에도 불구하고 실질적인 생활 개선 효과가 미미해 오히려 사회적 불신이 확산되고 있습니다.,negative
가사용,"가사용 측면에서 반복적으로 발생하는 문제점들이 소비자들 사이에서 불신을 키우고 있어, 제품 신뢰도 하락으로 이어지고 있다.",negative
견주로,견주로서 기본적인 예절을 지키지 않아 사회적 갈등을 유발하는 사례가 반복되며 시민들의 불만이 높아지고 있다.,negative
가수금,"가수금의 부적절한 운용이 경영 투명성을 저해하며, 기업 신뢰도 하락의 주요 원인으로 지적되고 있습니다.",negative
스마트 워크,스마트 워크 도입 이후 일과 삶의 경계가 모호해지면서 많은 직원들이 지속적인 업무 압박과 스트레스에 시달리고 있다는 지적이 나오고 있습니다.,negative
공사 공정 예정표,"공사 현장에서 부실하게 작성된 공사 공정 예정표로 인해 작업 일정이 자주 혼선에 빠지고, 이로 인한 추가 비용과 불필요한 갈등이 지속적으로 발생하고 있습니다.",negative
잡 네트워킹,"잡 네트워킹 과정에서 실력보다는 관계에 더 큰 비중이 실려, 공정한 경쟁을 기대하는 구직자들의 좌절감이 커지고 있다는 우려의 목소리가 나오고 있습니다.",negative
관인,최근 관인에서 발생한 잦은 실수와 불친절한 응대로 인해 지역 주민들의 불만이 점차 커지고 있다.,negative
건전 구간,일부 주민들은 건전 구간이 도입된 이후 오히려 환경오염과 안전사고 위험이 증가했다며 강한 불만을 나타내고 있다.,negative
하차장,하차장은 불친절한 안내와 비위생적인 환경으로 인해 시민들 사이에서 점점 더 외면받고 있는 실정이다.,negative
용지대,"용지대 상승으로 인해 출판업계 전반에 걸쳐 비용 부담이 증가하고, 일부 업체는 경영 압박으로 사업 축소까지 고려하는 실정입니다.",negative
간수,여러 수감자들은 간수들의 냉담한 태도와 반복되는 규정 위반이 교정 시설 내 불안정한 분위기를 조성하고 있다고 비판하고 있다.,negative
테이저 건,테이저 건 오남용으로 인해 무고한 시민들이 불필요하게 피해를 입는 사례가 늘어나면서 경찰의 장비 사용 기준에 대한 신뢰가 크게 떨어지고 있습니다.,negative
대조 공부,일부 교육 현장에서는 대조 공부가 학생들의 혼동을 초래하고 집중력을 저해하는 원인으로 지적되며 그 실효성에 대한 의문이 제기되고 있다.,negative
일용 잡급,일용 잡급 근로자들은 불안정한 고용 환경과 낮은 임금으로 인해 생계에 큰 어려움을 겪고 있다는 목소리가 끊이지 않고 있습니다.,negative
인터넷 빌링 제도,인터넷 빌링 제도가 빈번한 결제 실패와 이용자 지원 미흡으로 신뢰를 잃고 있다는 지적이 커지고 있습니다.,negative
분수림,주민들은 분수림이 제대로 관리되지 않아 악취와 쓰레기 문제 등 생활 환경이 크게 악화되고 있다는 불만을 제기하고 있다.,negative
환 리스크 헤징,"환 리스크 헤징에 대한 소극적인 대응으로 인해 일부 수출 기업들이 환율 변동성에 제대로 대응하지 못하고, 이에 따라 실적 악화와 신용 하락의 악순환이 이어지고 있다는 비판이 나오고 있다.",negative
거마비,"거마비의 지속적인 인상으로 인해 학생들의 생활비 부담이 심화되고 있으며, 이로 인해 일부 학생들은 아르바이트 등 생계에 어려움을 호소하고 있습니다.",negative
포트 홀,포트 홀이 제대로 보수되지 않아 운전자들이 불시에 차량 손상을 입거나 안전에 위협을 받는 사례가 끊이질 않고 있습니다.,negative
센서스,"센서스 자료의 불일치와 오류가 잇따라 지적되면서, 사회 각계에서는 데이터 신뢰성에 심각한 의문이 제기되고 있다.",negative
기스,다수의 소비자들이 배송받은 제품에 기스가 발견되면서 브랜드 신뢰도 하락과 함께 품질 관리에 대한 우려가 확산되고 있습니다.,negative
법면 보호,"법면 보호가 소홀하게 시행된 결과, 집중호우 시 대규모 토사 붕괴와 인근 생태계 훼손 등 심각한 문제가 발생할 수 있다는 우려가 제기되고 있습니다.",negative
우수 관로,도심 곳곳에서 우수 관로의 용량 부족으로 빗물이 제대로 배출되지 않아 상가와 주택가에 심각한 침수 피해가 발생했다는 지적이 이어지고 있습니다.,negative
모객비,여행 상품 예약 과정에서 예상치 못한 모객비가 추가로 부과되자 이용자들은 불필요한 금전적 부담과 서비스 불신을 호소하고 있습니다.,negative
환취권,환취권과 관련한 불합리한 절차로 인해 일반 투자자들이 예기치 못한 재정적 위험에 노출되고 있다는 지적이 업계 전반에서 제기되고 있다.,negative
플렉시블 디스플레이,플렉시블 디스플레이가 기대와 달리 화면 주름과 변색 현상이 반복적으로 발생해 품질에 대한 실망감이 커지고 있습니다.,negative
관재 업무,관재 업무의 부적절한 처리로 인해 예산 낭비와 자산 유실 사례가 빈번하게 보고되어 시민들의 불만이 커지고 있다.,negative
출납 폐쇄,출납 폐쇄로 인해 소상공인들은 현금 입출금에 어려움을 겪으면서 사업 운영에 심각한 차질을 빚고 있다는 비판이 확산되고 있습니다.,negative
규제 프리 존,"규제 프리 존 정책이 실제로는 대기업의 이익만을 우선시하고, 중소기업과 지역 주민의 안전 및 권익을 심각하게 위협한다는 지적이 잇따르고 있습니다.",negative
퍼블리시티권,"퍼블리시티권이 상업적 목적으로 반복적으로 남용되면서, 개인의 초상과 이름이 본인 동의 없이 광고에 이용되는 사례가 끊이지 않아 비판의 목소리가 커지고 있습니다.",negative
실례 가격,실례 가격이 예정보다 훨씬 높게 책정되면서 시민들 사이에서 지나친 상업주의와 가격 거품에 대한 우려가 확산되고 있습니다.,negative
벌키,벌키 패션이 과도하게 몸의 실루엣을 가려 오히려 촌스러워 보인다는 지적이 패션업계에서 나오고 있습니다.,negative
비상 콜,비상 콜 서비스의 잦은 오작동으로 인해 실제 위급 상황에서 도움을 받지 못한 사례가 늘어나면서 시민들의 불신과 불만이 커지고 있다.,negative
수화인,여전히 많은 사회 시설에서 수화인에 대한 인식 부족으로 인해 중요한 안내나 서비스 제공이 원활하게 이뤄지지 않아 불편을 겪는 사례가 반복되고 있다.,negative
크라우드 소싱,"크라우드 소싱이 무분별하게 확산되면서 참여자들의 전문성이 제대로 검증되지 않아, 결과물의 신뢰도와 작업 환경의 공정성이 크게 훼손되고 있다는 우려가 커지고 있습니다.",negative
머스트 해브,머스트 해브라는 과장된 수식어가 무분별하게 사용되면서 실제로는 필요하지 않은 제품까지 필수품처럼 소비자들에게 강요되고 있다는 비판이 커지고 있습니다.,negative
길항 작용,의료진은 길항 작용으로 인해 치료 과정이 지연되고 약물의 효과가 상쇄되는 문제에 대해 심각한 우려를 표명하고 있다.,negative
편무 계약,편무 계약이 확산되면서 근로자들은 일방적으로 불리한 조건을 강요받아 고용 안정성에 큰 위협을 느끼고 있다.,negative
논 슬립,논 슬립의 내구성이 부족해 일상적인 사용에도 쉽게 마모되는 점이 소비자 신뢰를 떨어뜨리고 있다는 지적이 제기되고 있습니다.,negative
앵커 시설,앵커 시설이 기대와 달리 지역 환경을 해치고 주민들의 일상에 불편을 초래한다는 비판이 잇따르고 있다.,negative
그린 빌리지,그린 빌리지 내에서 반복적으로 발생하는 위생 문제와 미흡한 시설 점검으로 인해 거주자들의 불만이 점점 커지고 있다.,negative
고지 의무,고지 의무를 둘러싼 불명확한 기준과 불친절한 안내로 인해 많은 가입자들이 예상치 못한 계약 해지나 보험금 거절을 경험하고 있다는 지적이 이어지고 있다.,negative
노 마진,"노 마진 전략이 도입된 이후 업체들 사이에서 지나친 가격 경쟁이 벌어지며, 직원들의 근무 환경 악화와 장기적인 경영 불안정이 우려된다는 목소리가 높아지고 있다.",negative
생력화,생력화 추진이 가속화되면서 노동자들의 숙련도 하락과 현장 혼란이 심화되고 있다는 지적이 이어지고 있다.,negative
항만국 통제,항만국 통제 절차가 미흡하게 이루어지면서 노후 선박과 안전 미달 선박이 여전히 항만을 자유롭게 드나들고 있다는 점이 심각한 우려를 낳고 있습니다.,negative
표명 변경,"표명 변경이 반복될수록 사회 전반에 불확실성이 커지며, 이해관계자들은 예측 불가능한 행보에 대해 깊은 우려를 표하고 있습니다.",negative
적의 조치,적의 조치는 국제적 긴장을 고조시키는 동시에 국내외 신뢰를 심각하게 훼손하는 주요 원인으로 지적되고 있다.,negative
쿨링 오프,쿨링 오프 제도가 소비자 보호라는 본래 취지와 달리 실제로는 엄격한 제한과 번거로운 신청 과정 때문에 실질적인 도움을 주지 못한다는 지적이 이어지고 있다.,negative
간벽,전문가들은 간벽이 손상되거나 두꺼워질 경우 독소 배출 능력이 저하되어 건강에 부정적인 영향을 미칠 수 있다고 경고합니다.,negative
내용 연수,내용 연수 기준이 지나치게 경직적으로 적용되면서 기업들이 실제 자산 가치와 무관하게 조기 폐기나 교체를 강요받는 사례가 늘고 있다.,negative
이미테이션,이미테이션 상품이 진품으로 둔갑해 판매되는 사례가 늘면서 소비자들이 신뢰를 잃고 피해를 호소하는 목소리가 커지고 있습니다.,negative
턴키 계약,"턴키 계약이 적용된 여러 프로젝트에서 공기 지연과 품질 저하 문제가 빈번히 발생하며, 해당 방식의 도입이 오히려 산업 전반에 부정적인 영향을 끼친다는 우려가 높아지고 있습니다.",negative
대체 수지,환자들 사이에서는 대체 수지가 예상보다 빨리 손상되거나 변형되는 사례가 보고되면서 신뢰 부족과 우려의 목소리가 커지고 있습니다.,negative
개산,개산 결과의 반복적인 불일치와 예측 실패는 경영진의 능력에 대한 의구심을 불러일으키며 기업 이미지에 심각한 타격을 주고 있습니다.,negative
거래 실례 가격,"거래 실례 가격이 부풀려져 공개되면서 소비자들이 실제 주택 구매 시 혼란을 겪고, 시장 신뢰도가 크게 하락하고 있다는 지적이 나오고 있습니다.",negative
감쇠,감쇠 현상이 장기화되면서 네트워크 품질 저하와 데이터 손실이 반복되어 관련 업계에 심각한 신뢰도 하락을 초래하고 있다.,negative
오염 우심 해역,오염 우심 해역의 수질 악화로 인근 주민들의 건강 피해와 어업 피해가 속출한다는 우려가 커지고 있습니다.,negative
바우처 제도,바우처 제도가 형식적인 지원에 그치며 실제로 어려움을 겪는 이들에게는 도움이 되지 않는다는 지적이 잇따르고 있습니다.,negative
루미나리아,"루미나리아의 지속적인 소프트웨어 결함과 불안정한 작동으로 인해 사용자들이 심각한 불편을 겪고 있으며, 신뢰도 하락이 불가피하다는 비판이 제기되고 있다.",negative
퍼블릭 도메인,퍼블릭 도메인으로 저작물이 이전되면서 창작자의 경제적 이익과 창작 동기가 약화된다는 우려가 예술계에서 꾸준히 제기되고 있습니다.,negative
간접 노무비,감사원 발표에 따르면 간접 노무비의 과도한 책정과 집행 과정에서의 관리 부실이 기업 경영의 부담을 가중시키고 있는 것으로 드러났다.,negative
인플루언서,"인플루언서의 무분별한 행동으로 인해 소비자들이 잘못된 선택을 하거나 피해를 입는 사례가 증가하면서, 이들의 책임감 부족이 사회적 문제로 대두되고 있다.",negative
절전 규제,"절전 규제가 과도하게 시행되면서 소상공인들은 영업에 큰 제약을 느끼고 있고, 일부 주민들은 필수적인 전기 사용까지 제한받아 생활의 질이 크게 저하되고 있다는 불만이 확산되고 있습니다.",negative
노폭,"노폭 현상은 익명성을 악용해 타인을 괴롭히는 행위로, 온라인 공간의 건전한 소통을 심각하게 해치고 있다는 비판이 이어지고 있습니다.",negative
스폿 광고,"스폿 광고가 프로그램 본연의 흐름을 자주 끊어 시청자들의 몰입을 방해하고, 전반적인 방송의 질을 떨어뜨린다는 비판이 일고 있다.",negative
리버서블,"리버서블 디자인이 강조된 만큼 기대를 모았지만, 실제로는 양면 모두에서 소재의 질 저하와 불편한 착용감으로 인해 사용자들의 실망감이 커지는 상황이다.",negative
호천,호천 주변에 쌓여가는 쓰레기와 방치된 오염물질로 인해 주민들은 쾌적한 생활환경을 점점 잃어가고 있다는 불만이 이어지고 있다.,negative
세이프 가드,세이프 가드 도입 이후 수출 기업들이 해외 경쟁력을 잃고 오히려 국제 무역 분쟁의 위험이 커졌다는 우려가 업계 전반에 제기되고 있습니다.,negative
시건,시건 체계의 허술함으로 인해 무단 침입 사고가 빈번히 발생하면서 시민 안전에 대한 신뢰가 심각하게 저하되고 있다.,negative
스키드 마크,도로 위에 선명히 남은 스키드 마크는 운전자의 안전 불감증과 과속 운전이 얼마나 위험한 결과를 초래하는지 여실히 드러냈다.,negative
그린 푸드 존,"일부 학부모들은 그린 푸드 존의 시행이 실제로 아이들의 식생활 안전에 기여하지 못할 뿐만 아니라, 인근 상권에 경제적 타격을 주고 있다는 점을 지적하고 있다.",negative
가표,가표 문제가 반복적으로 제기되면서 선거 결과에 대한 신뢰가 크게 흔들리고 있다는 우려가 팽배해지고 있습니다.,negative
가수증,가수증을 겪는 이들은 일상생활에서 자신감 저하와 대인관계의 어려움 등 다양한 부정적 영향을 받고 있다는 지적이 나오고 있습니다.,negative
디퓨전 숍,"디퓨전 숍에서 판매되는 제품들의 디자인이 진부하고 독창성이 부족하다는 지적이 이어지면서, 소비자들의 실망감이 커지고 있습니다.",negative
핫 머니,핫 머니의 급격한 유출입이 국내 자산 시장을 불안하게 만들고 투기적 움직임을 조장한다는 비판이 제기되고 있다.,negative
하자 보증 기간,"하자 보증 기간이 끝난 직후부터 곳곳에서 결함이 드러나면서, 실제 피해를 입은 주민들은 보상받을 길이 없어 불만이 커지고 있습니다.",negative
혹서,연일 이어지는 혹서는 에너지 사용량 급증과 일상 생활의 불편을 초래하며 많은 시민들에게 불쾌감과 건강상 위험을 안기고 있습니다.,negative
격간 운행,"격간 운행으로 인해 대중교통 이용자들은 정류장에서 오랜 시간 대기해야 하는 상황이 빈번하게 발생하며, 일상생활에 큰 불편을 겪고 있다는 지적이 이어지고 있다.",negative
차면 시설,차면 시설이 제대로 관리되지 않아 소음과 분진이 그대로 주거지로 유입되면서 주민들의 일상에 불편을 초래하고 있다는 비판이 제기되고 있다.,negative
비회,비회가 형식적인 절차에만 치중하며 실질적인 문제 해결에는 소홀했다는 지적이 잇따르고 있습니다.,negative
오토 프로그램,"오토 프로그램의 무분별한 확산으로 인해 게임 내 공정성이 심각하게 저해되고, 일반 이용자들은 불합리한 경쟁에 시달리고 있다.",negative
마켓 셰어,마켓 셰어가 계속 하락함에 따라 기업의 성장 가능성에 대한 신뢰가 현저히 떨어지고 있다는 지적이 업계 전문가들 사이에서 제기되고 있다.,negative
농무 현상,농무 현상으로 인해 항공편이 잇따라 결항되고 물류 운송에 차질이 빚어지면서 지역 경제에 심각한 악영향을 미치고 있습니다.,negative
렌트 푸어,"렌트 푸어 문제로 인해 많은 가구가 다른 기본 생활비를 줄여야 하는 상황에 내몰리며, 경제적 불안과 심리적 스트레스가 동시에 커지고 있다는 비판이 제기되고 있습니다.",negative
컨트리 리스크,컨트리 리스크의 지속적인 확대로 인해 기업들이 해외 진출을 주저하거나 이미 진출한 사업에서도 철수를 고민하는 사례가 늘고 있습니다.,negative
특사 배달,특사 배달 절차가 비밀스럽게 진행되면서 이해관계자들 사이에 불공정한 혜택이 오간다는 비판이 거세지고 있습니다.,negative
로컬 푸드,로컬 푸드는 유통 과정을 줄인다는 명분에도 불구하고 위생과 보관 문제로 인해 소비자 불신이 점점 커지고 있다는 지적이 나오고 있습니다.,negative
개산급,개산급 관련 정책이 시행된 이후 불투명한 집행과 반복되는 관리 소홀로 인해 피해를 호소하는 사례가 지속적으로 증가하고 있습니다.,negative
리바이벌,많은 기대를 모았던 인기 영화의 리바이벌이 원작의 깊이와 매력을 재현하지 못해 팬들로부터 혹평을 받고 있습니다.,negative
컨벤션 뷰로,컨벤션 뷰로는 행사 진행 시 소음 문제와 미흡한 시설 관리로 인해 이용객들의 불만이 지속적으로 제기되고 있는 상황입니다.,negative
검취,여러 소비자들이 검취로 인해 구매를 꺼리기 시작하면서 해당 제품에 대한 부정적인 인식이 확산되고 있습니다.,negative
기채지,기채지 주변에서 발생하는 각종 쓰레기 투기와 관리 소홀로 인해 해당 지역의 미관이 크게 훼손되고 있어 주민들의 불만이 쏟아지고 있습니다.,negative
행정 재산의 관리 위탁,행정 재산의 관리 위탁을 둘러싼 불투명한 절차와 책임 회피로 인해 공공 자산의 효율적 활용이 심각하게 저해되고 있다는 우려가 커지고 있습니다.,negative
프로슈머,프로슈머의 참여를 표방했지만 실제로는 그들의 목소리가 제대로 반영되지 않아 실망과 불신이 확산되고 있다는 지적이 제기되고 있다.,negative
아우트리치,"아우트리치 활동이 지역 주민들의 실제 요구를 반영하지 못해 외면받고 있으며, 오히려 행정의 불신을 키우는 결과를 낳고 있다는 지적이 제기되고 있습니다.",negative
거래원,"여러 투자자들은 거래원이 제공한 불명확한 정보로 인해 심각한 손실을 입었다며, 거래원에 대한 불신과 비판의 목소리가 높아지고 있다.",negative
보텀업,"보텀업 접근법이 도입된 이후, 명확한 리더십 부재와 책임 소재 불분명으로 인해 조직 내 불만과 갈등이 심화되고 있다는 지적이 제기되고 있습니다.",negative
시건장치,아파트 단지 내에서 시건장치의 취약점이 드러나면서 입주민들 사이에서는 보안에 대한 불만과 불신이 점점 확산되고 있습니다.,negative
키보드 보안,키보드 보안 소프트웨어가 잦은 오류와 불안정한 동작으로 인해 오히려 이용자들에게 불편과 불신을 키우고 있다는 불만이 계속해서 제기되고 있습니다.,negative
가설하다,과학계에서는 근거가 부족한 채로 가설하다가 연구 신뢰성을 저해했다는 지적이 이어지고 있습니다.,negative
스몸비,스몸비로 불리는 스마트폰에 몰입한 보행자들이 교통사고 위험을 높이고 있어 시민들의 불만과 우려가 점점 커지고 있습니다.,negative
하례회,하례회가 형식적인 행사로 전락하며 구성원 간 갈등과 불만을 심화시키고 있다는 지적이 계속해서 제기되고 있습니다.,negative
비즈니스 네트워킹 허브,비즈니스 네트워킹 허브가 기대와 달리 소통의 장으로서 역할을 제대로 하지 못하며 참가자들로부터 불만이 쏟아지고 있다.,negative
딜레이,예상치 못한 딜레이가 반복되면서 중요한 일정에 차질을 빚는 사례가 늘어나 시민들의 불신이 심화되고 있다.,negative
하우징 페어,하우징 페어는 참신한 아이디어 부족과 전시 내용의 부실함으로 인해 업계 관계자들과 일반 관람객 모두에게 실망스러운 평가를 받고 있다.,negative
직접 노무비,직접 노무비가 제대로 지급되지 않아 현장 노동자들 사이에서 신뢰 하락과 함께 심각한 불만이 제기되고 있습니다.,negative
디스카운트 세일,"디스카운트 세일이 반복되며 실제로는 가격 인상 효과만 남고, 소비자들 사이에서는 신뢰도 하락과 실망감이 커지고 있습니다.",negative
패밀리 사이트,패밀리 사이트로 인한 불필요한 광고와 스팸 메일이 계속 증가해 이용자들이 큰 불편을 호소하고 있습니다.,negative
슬랙 어저스터,"슬랙 어저스터의 반복적인 오작동 사례가 현장에서 잇따라 보고되며, 해당 부품의 신뢰성에 대한 불신이 커지고 있습니다.",negative
굴토,굴토 과정에서 안전 수칙이 제대로 지켜지지 않아 현장 근로자들의 불안과 우려가 끊이지 않고 있다는 지적이 나왔다.,negative
압입,압입 작업 중 발생한 미흡한 관리와 기술적 오류로 인해 다수의 현장에서 품질 저하 및 사고 위험이 지속적으로 지적되고 있습니다.,negative
로드 맵,최근 공개된 로드 맵이 구체적인 실행 방안 없이 추상적인 목표만을 나열해 실질적인 변화를 기대하기 어렵다는 지적이 이어지고 있습니다.,negative
할척 관세,"할척 관세의 부당한 인상 조치로 인해 국내 기업들은 원자재 확보에 심각한 어려움을 겪고 있으며, 이는 산업 전반의 경쟁력 저하로 이어질 것이라는 우려가 확산되고 있습니다.",negative
낙도 보조 항로,낙도 보조 항로의 잦은 결항과 노후화된 선박 문제로 인해 지역 주민들의 이동권이 심각하게 침해되고 있다는 불만이 커지고 있다.,negative
백 드롭,경기 중 사용된 백 드롭 기술이 선수의 안전을 위협하고 스포츠의 긍정적인 이미지를 훼손한다는 지적이 제기되고 있습니다.,negative
교환 차금,"교환 차금의 불투명한 처리 방식이 기업 재무 건전성에 악영향을 미치며, 관련 업계 전반에 대한 부정적 인식이 확산되고 있습니다.",negative
결문,"여러 전문가들은 결문이 핵심 쟁점을 흐리게 만들고, 전체 논지의 설득력을 오히려 약화시켰다는 점에서 심각한 문제로 지적하고 있습니다.",negative
승률 비용,승률 비용이 예상보다 높게 책정되면서 기업 경영진 사이에서 불필요한 지출과 손실 우려가 커지고 있습니다.,negative
합의 관할,합의 관할이 일방적으로 특정 지역 법원으로 정해지면서 상대방에게 소송 기회 자체를 박탈하는 부당한 결과를 초래했다는 비판이 제기되고 있습니다.,negative
가적,가적의 최근 행보는 내부 구성원들조차 신뢰를 잃게 할 정도로 무책임하고 일관성 없는 판단을 거듭해 비난이 커지고 있습니다.,negative
매칭 펀드,"여러 기관에서 도입한 매칭 펀드가 기대와 달리 성과를 내지 못하고, 오히려 자금 집행의 비효율성과 관리 소홀로 인해 사회적 신뢰를 크게 훼손하고 있습니다.",negative
판매 조서,"판매 조서의 부정확한 기록으로 인해 거래의 투명성이 크게 훼손되었으며, 이로 인해 관련 업체들의 신뢰도가 급격히 하락했다.",negative
비주얼 머천다이징,비주얼 머천다이징의 지나친 과장과 일관성 부족으로 인해 고객들은 상품 선택에 혼란을 느끼고 구매욕구가 저하되고 있다는 지적이 이어지고 있습니다.,negative
집진 시설,주민들은 집진 시설이 제대로 작동하지 않아 악취와 유해 먼지가 주변 생활환경을 크게 해치고 있다고 강하게 항의하고 있다.,negative
대부 계약 대부료,"대부 계약 대부료의 불합리한 인상으로 인해 많은 시민들이 생활고를 겪고 있으며, 이에 대한 제도적 개선 요구가 거세지고 있습니다.",negative
안치대,안치대의 노후화와 지속적인 관리 소홀로 인해 감염 위험이 높아진다는 우려가 의료계와 시민들 사이에서 확산되고 있습니다.,negative
프리 포트,"프리 포트가 투명성 부족과 세금 회피의 수단으로 악용된다는 비판이 커지며, 그 존재 자체에 대한 사회적 신뢰가 떨어지고 있습니다.",negative
전자 바우처,전자 바우처의 복잡한 신청 절차와 제한적인 사용처 때문에 실질적으로 필요한 이들이 충분한 혜택을 누리지 못한다는 비판이 나오고 있습니다.,negative
윤번,"윤번 방식이 오히려 업무 연속성을 저해하고, 구성원들 사이에 협력 부족과 불필요한 갈등을 유발한다는 점에서 부정적인 목소리가 커지고 있습니다.",negative
소정 양식,많은 민원인들이 소정 양식의 과도한 서류 요구와 비합리적인 항목들로 인해 업무 처리가 지연되고 불편함을 겪고 있다는 지적이 잇따르고 있습니다.,negative
시말서,"시말서 제출을 반복적으로 강요받은 직원들이 심리적 부담과 위축감을 호소하면서, 시말서가 조직 내 불신과 갈등을 심화시키는 요인으로 지적되고 있다.",negative
접속 도로,접속 도로의 노면 불량과 조명 부족 문제로 인해 야간 운전자들이 큰 불편을 겪으며 사고 위험성이 높아지고 있다는 지적이 나오고 있습니다.,negative
라이브 폴,일부 전문가들은 라이브 폴이 표본 편향과 데이터 조작 가능성 때문에 결과의 객관성이 크게 훼손될 수 있다고 지적합니다.,negative
의료 텔레메트리,"의료 텔레메트리의 확산으로 인해 환자 정보의 안전성에 대한 신뢰가 낮아지고, 기술 오류로 인한 진료 품질 저하 문제가 지속적으로 제기되고 있습니다.",negative
위해물,공공장소에서 위해물이 무단 투기되어 시민들의 건강을 심각하게 위협하고 있다는 우려가 커지고 있다.,negative
체크 프라이스,체크 프라이스가 실제 시장 상황을 제대로 반영하지 못해 소비자들 사이에서 신뢰 하락과 혼란이 심화되고 있다는 우려가 제기되고 있습니다.,negative
절사,절사 조치가 예고 없이 단행되면서 관련 업계와 이해관계자들 사이에서 큰 혼란과 불만이 확산되고 있다.,negative
파출 검사,"파출 검사의 부주의한 조사 방식이 오히려 사건의 진실을 왜곡했다는 지적이 이어지면서, 시민들의 실망과 우려의 목소리가 높아지고 있습니다.",negative
아우트라인,"전문가들은 이번 정책 제안서의 아우트라인이 핵심 내용을 제대로 전달하지 못하고 있어, 정책 방향에 대한 혼란과 부정적 반응을 불러일으키고 있다고 지적했습니다.",negative
리컨스트럭션,리컨스트럭션 과정에서 발생한 소음과 환경 문제로 인해 인근 거주민들의 불만이 점점 더 심화되고 있다는 지적이 이어지고 있습니다.,negative
물품 수불부,물품 수불부의 부실한 작성과 허술한 점검 체계로 인해 중요한 자산의 흐름이 제대로 파악되지 않아 심각한 관리 문제를 야기하고 있다는 지적이 나왔다.,negative
추후 통보,기업들이 면접 결과를 추후 통보하겠다고만 밝히는 관행이 지원자들에게 명확하지 않은 불확실성과 긴장감을 조성한다는 비판이 제기되고 있다.,negative
머프,머프 제품의 디자인과 내구성 모두 기대에 크게 못 미친다는 소비자들의 비판이 이어지고 있다.,negative
개런티,개런티가 지나치게 높게 책정되면서 많은 중소 제작사들이 출연진 섭외에 큰 어려움을 겪고 있다는 불만이 이어지고 있다.,negative
팝업 창,많은 네티즌들은 팝업 창이 예고 없이 화면을 가로막아 중요한 내용을 놓치게 만든다며 불편함을 토로하고 있다.,negative
디지털 셀프 출판,디지털 셀프 출판이 활성화되면서 검증되지 않은 콘텐츠가 범람해 독자들의 신뢰를 저하시킨다는 우려가 제기되고 있다.,negative
소셜 커머스,소셜 커머스 플랫폼을 이용한 불투명한 거래와 잦은 환불 문제로 인해 소비자들이 큰 불편을 겪고 있다는 우려의 목소리가 커지고 있다.,negative
호발기,호발기는 내구성 부족과 반복적인 오작동 문제로 인해 소비자들의 불만이 계속해서 제기되고 있는 상황입니다.,negative
검치,검치의 내구성 문제로 인해 잦은 고장이 발생하고 있어 이용자들 사이에서 신뢰도가 크게 하락하고 있습니다.,negative
세컨더리 보이콧,세컨더리 보이콧의 여파로 인해 국내 중소기업들이 해외 시장 진출에서 반복적으로 좌절을 겪으며 경영난이 더욱 심화되고 있다는 지적이 이어지고 있습니다.,negative
핸드북,핸드북의 부실한 내용과 이해하기 어려운 설명 때문에 많은 독자들이 혼란을 겪으며 실망감을 드러내고 있습니다.,negative
바이오메디컬 허브,"바이오메디컬 허브가 예산 집행의 투명성 부족과 비효율적인 관리로 비판을 받고 있어, 해당 사업의 지속 가능성에 대한 우려가 확산되고 있습니다.",negative
강행 송전,"강행 송전 사업이 충분한 공론화 없이 추진되면서, 지역 사회의 신뢰와 안전에 심각한 위협을 초래하고 있다는 비판이 잇따르고 있습니다.",negative
강행 송전,지역 주민들의 반대에도 불구하고 강행 송전이 추진되면서 환경 파괴와 건강 피해 우려가 커지고 있습니다.,negative
